Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionFlag,AgeGroup,IncomeGroup,TenureGroup,OverTimeRisk,PromotionStatus,CareerStage,IncomePerWorkingYear,RoleTenureRatio
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,No,12,3,1,0,10,2,2,10,7,1,9,1,26-35,Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,792.9090909090909,0.6363636363636364
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,No,16,3,1,2,6,2,3,5,3,1,3,0,26-35,Lower-Mid,4-5 years,Lower Risk,Recent promotion <5 years,Experienced,565.0,0.5
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,No,15,3,3,1,7,1,2,6,2,0,2,0,26-35,Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,1244.625,0.2857142857142857
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,No,13,3,3,0,10,3,3,10,6,0,8,0,36-45,Lower-Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,306.90909090909093,0.5454545454545454
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,No,18,3,1,1,20,4,2,19,9,1,9,0,36-45,Mid,>10 years,Lower Risk,Recent promotion <5 years,Experienced,420.14285714285717,0.45
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,No,20,4,4,1,14,6,3,11,10,11,1,0,36-45,Upper-Mid,>10 years,Lower Risk,No promotion >=5 years,Experienced,688.1333333333333,0.8333333333333334
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,No,19,3,4,3,3,4,3,3,2,1,2,0,26-35,Lower-Mid,2-3 years,Lower Risk,Recent promotion <5 years,Early Career,1155.25,0.5
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,No,18,3,2,1,23,4,3,3,2,1,2,0,46-55,Upper-Mid,2-3 years,Lower Risk,Recent promotion <5 years,Experienced,457.3333333333333,0.5
28,No,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,No,13,3,4,0,10,4,4,8,7,1,7,0,26-35,Lower-Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,332.72727272727275,0.7777777777777778
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,No,14,3,4,1,24,1,3,20,6,3,6,1,36-45,Upper-Mid,>10 years,Lower Risk,Recent promotion <5 years,Experienced,419.28,0.2857142857142857
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,No,15,3,3,1,9,2,3,3,2,1,2,0,26-35,Mid,2-3 years,Lower Risk,Recent promotion <5 years,Experienced,711.9,0.5
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,Yes,22,4,1,0,9,2,3,8,7,4,7,1,26-35,Mid,6-10 years,High Risk,Recent promotion <5 years,Experienced,958.2,0.7777777777777778
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,No,22,4,2,0,14,4,3,13,7,3,8,1,26-35,Lower-Mid,>10 years,Lower Risk,Recent promotion <5 years,Experienced,300.53333333333336,0.5
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,No,16,3,4,1,4,5,2,4,2,2,2,0,26-35,Low,4-5 years,Lower Risk,Recent promotion <5 years,Early Career,441.4,0.4
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,No,17,3,3,0,7,1,2,6,2,0,4,0,26-35,Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,969.5,0.2857142857142857
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0,0,36-45,Mid,0-1 years,High Risk,Recent promotion <5 years,Experienced,743.7777777777778,0.0
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,3691,4605,1,Yes,15,3,2,1,7,3,4,7,7,5,6,1,<=25,Lower-Mid,6-10 years,High Risk,No promotion >=5 years,Experienced,461.375,0.875
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,No,20,4,3,1,1,0,2,1,1,0,0,1,26-35,Low,0-1 years,Lower Risk,Recent promotion <5 years,Early Career,1188.5,0.5
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,2,1,26-35,Low,2-3 years,High Risk,Recent promotion <5 years,Early Career,385.5,0.6666666666666666
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,17665,14399,0,No,17,3,4,1,23,3,3,22,6,13,7,0,36-45,High,>10 years,Lower Risk,No promotion >=5 years,Experienced,736.0416666666666,0.2608695652173913
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,No,15,3,1,2,1,2,3,1,0,0,0,1,26-35,Low,0-1 years,Lower Risk,Recent promotion <5 years,Early Career,1298.0,0.0
50,Yes,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0,1,46-55,Lower-Mid,0-1 years,High Risk,Recent promotion <5 years,Early Career,788.0,0.0
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,No,17,3,3,1,4,3,3,3,2,0,2,0,26-35,Lower-Mid,2-3 years,Lower Risk,Recent promotion <5 years,Early Career,860.4,0.5
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,No,17,3,4,3,6,2,3,0,0,0,0,0,26-35,Low,0-1 years,Lower Risk,Recent promotion <5 years,Experienced,425.57142857142856,0.0
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,16885,16154,2,No,22,4,3,0,27,3,2,5,4,2,1,0,46-55,High,4-5 years,Lower Risk,Recent promotion <5 years,Experienced,603.0357142857143,0.6666666666666666
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,No,13,3,4,1,15,2,3,15,10,4,12,0,36-45,Lower-Mid,>10 years,Lower Risk,Recent promotion <5 years,Experienced,349.5625,0.625
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,No,19,3,4,0,18,4,3,8,6,4,0,0,46-55,Upper-Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,549.7368421052631,0.6666666666666666
38,No,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7,0,36-45,Mid,6-10 years,High Risk,Recent promotion <5 years,Experienced,874.0,0.7777777777777778
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,No,22,4,1,1,11,1,3,7,5,1,7,0,26-35,Low,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,209.5,0.625
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,No,17,3,2,3,10,3,2,9,7,1,7,0,26-35,Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,695.9090909090909,0.7
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,17465,15596,3,No,12,3,4,1,23,3,3,12,9,4,9,0,46-55,High,>10 years,Lower Risk,Recent promotion <5 years,Experienced,727.7083333333334,0.6923076923076923
38,No,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,No,16,3,3,0,10,2,3,1,0,0,0,0,36-45,Mid,0-1 years,Lower Risk,Recent promotion <5 years,Experienced,668.2727272727273,0.0
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,No,11,3,3,1,18,1,3,8,7,0,1,0,36-45,Upper-Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,569.4736842105264,0.7777777777777778
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,No,11,3,4,3,21,4,3,18,7,11,5,1,36-45,Upper-Mid,>10 years,Lower Risk,No promotion >=5 years,Experienced,553.1363636363636,0.3684210526315789
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,No,14,3,1,0,21,2,4,20,7,4,9,0,36-45,High,>10 years,Lower Risk,Recent promotion <5 years,Experienced,892.0909090909091,0.3333333333333333
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,2,0,<=25,Low,2-3 years,High Risk,Recent promotion <5 years,Early Career,690.0,0.6666666666666666
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,No,15,3,3,0,9,2,2,5,4,0,3,0,36-45,Mid,4-5 years,Lower Risk,Recent promotion <5 years,Experienced,678.2,0.6666666666666666
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,No,20,4,1,0,18,0,3,11,9,0,9,0,36-45,Mid,>10 years,Lower Risk,Recent promotion <5 years,Experienced,409.42105263157896,0.75
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,No,12,3,1,1,3,4,3,2,2,2,2,0,26-35,Low,2-3 years,Lower Risk,Recent promotion <5 years,Early Career,697.75,0.6666666666666666
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,0,No,17,3,1,0,6,2,1,5,3,0,4,0,26-35,Lower-Mid,4-5 years,Lower Risk,Recent promotion <5 years,Experienced,457.2857142857143,0.5
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,No,11,3,4,1,5,3,3,5,2,0,2,0,26-35,Lower-Mid,4-5 years,Lower Risk,Recent promotion <5 years,Early Career,828.0,0.3333333333333333
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,No,17,3,2,1,22,3,3,9,8,2,3,0,46-55,Upper-Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,570.4347826086956,0.8
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,No,11,3,4,0,5,3,2,3,2,0,2,0,26-35,Lower-Mid,2-3 years,Lower Risk,Recent promotion <5 years,Early Career,672.1666666666666,0.5
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,No,14,3,4,2,8,2,2,7,5,1,1,0,26-35,Lower-Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,365.6666666666667,0.625
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,No,19,3,1,0,16,3,3,1,0,0,0,0,36-45,Lower-Mid,0-1 years,Lower Risk,Recent promotion <5 years,Experienced,251.2941176470588,0.0
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2,0,26-35,Lower-Mid,6-10 years,High Risk,Recent promotion <5 years,Experienced,459.6363636363636,0.6363636363636364
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,No,13,3,4,1,7,2,4,7,6,5,0,0,36-45,Low,6-10 years,Lower Risk,No promotion >=5 years,Experienced,355.5,0.75
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2,0,26-35,Low,2-3 years,High Risk,Recent promotion <5 years,Early Career,675.75,0.25
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,No,12,3,4,0,0,0,3,0,0,0,0,1,<=25,Low,0-1 years,Lower Risk,Recent promotion <5 years,Early Career,1904.0,0.0
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Yes,17,3,1,0,6,3,3,5,2,0,3,1,26-35,Mid,4-5 years,High Risk,Recent promotion <5 years,Experienced,1174.857142857143,0.3333333333333333
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,0,0,36-45,Lower-Mid,0-1 years,High Risk,Recent promotion <5 years,Experienced,680.8571428571429,0.0
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,No,12,3,3,1,2,5,2,2,2,2,2,1,26-35,Low,2-3 years,Lower Risk,Recent promotion <5 years,Early Career,870.0,0.6666666666666666
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,No,13,3,3,2,9,2,3,6,2,1,3,0,36-45,Lower-Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,573.1,0.2857142857142857
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,No,13,3,3,1,4,0,3,4,2,2,2,0,26-35,Low,4-5 years,Lower Risk,Recent promotion <5 years,Early Career,507.8,0.4
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,No,20,4,1,0,6,3,2,6,5,1,3,0,26-35,Lower-Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,816.2857142857143,0.7142857142857143
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,No,17,3,2,0,6,2,1,5,4,1,4,0,26-35,Lower-Mid,4-5 years,Lower Risk,Recent promotion <5 years,Experienced,617.5714285714286,0.6666666666666666
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,No,13,3,1,1,11,3,1,11,8,3,10,1,26-35,Mid,>10 years,Lower Risk,Recent promotion <5 years,Experienced,611.3333333333334,0.6666666666666666
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,No,17,3,3,0,20,3,2,18,7,2,13,0,36-45,Upper-Mid,>10 years,Lower Risk,Recent promotion <5 years,Experienced,642.8095238095239,0.3684210526315789
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14,1,36-45,Upper-Mid,>10 years,High Risk,No promotion >=5 years,Experienced,598.1739130434783,0.4090909090909091
42,No,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,No,13,3,4,0,9,3,4,6,4,1,5,0,36-45,Lower-Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,515.5,0.5714285714285714
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,No,12,3,2,1,10,2,3,8,0,1,7,0,26-35,Low,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,205.27272727272728,0.0
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,No,22,4,4,0,6,2,3,4,3,1,2,0,<=25,Lower-Mid,4-5 years,Lower Risk,Recent promotion <5 years,Experienced,513.8571428571429,0.6
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0,1,26-35,Low,0-1 years,High Risk,Recent promotion <5 years,Early Career,1257.5,0.5
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,No,22,4,2,1,8,2,3,8,7,0,7,0,26-35,Lower-Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,491.1111111111111,0.7777777777777778
30,No,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,No,18,3,1,1,10,3,3,10,3,1,4,0,26-35,Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,598.0,0.2727272727272727
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0,0,36-45,Lower-Mid,0-1 years,High Risk,Recent promotion <5 years,Experienced,260.11764705882354,0.5
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,No,18,3,2,1,15,2,4,7,7,6,4,0,26-35,Upper-Mid,6-10 years,Lower Risk,No promotion >=5 years,Experienced,642.125,0.875
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,No,20,4,3,0,14,3,3,13,9,4,9,0,26-35,Lower-Mid,>10 years,Lower Risk,Recent promotion <5 years,Experienced,356.2,0.6428571428571429
35,No,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,1,2,2,4,2,2,2,2,0,26-35,Low,2-3 years,Lower Risk,Recent promotion <5 years,Early Career,792.0,0.6666666666666666
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,No,13,3,2,0,7,2,2,4,3,1,3,1,36-45,Lower-Mid,4-5 years,Lower Risk,Recent promotion <5 years,Experienced,668.25,0.6
32,No,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,0,0,26-35,Low,0-1 years,Lower Risk,Recent promotion <5 years,Early Career,1413.5,0.0
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,No,13,3,4,1,28,2,3,5,2,4,2,0,>55,High,4-5 years,Lower Risk,Recent promotion <5 years,Experienced,687.6896551724138,0.3333333333333333
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,No,13,3,1,1,10,5,3,10,8,0,8,0,26-35,Lower-Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,284.6363636363636,0.7272727272727273
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,No,25,4,3,0,1,4,3,1,1,0,0,0,<=25,Low,0-1 years,Lower Risk,Recent promotion <5 years,Early Career,1276.0,0.5
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2,0,36-45,Lower-Mid,2-3 years,High Risk,Recent promotion <5 years,Experienced,559.625,0.5
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,No,13,3,2,1,14,2,2,14,8,3,11,0,36-45,Mid,>10 years,Lower Risk,Recent promotion <5 years,Experienced,431.6,0.5333333333333333
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,No,12,3,1,0,2,2,2,2,2,1,2,0,<=25,Lower-Mid,2-3 years,Lower Risk,Recent promotion <5 years,Early Career,1011.0,0.6666666666666666
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Yes,11,3,3,0,6,4,3,6,4,0,2,1,36-45,Low,6-10 years,High Risk,Recent promotion <5 years,Experienced,419.42857142857144,0.5714285714285714
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,No,18,3,2,1,26,6,3,7,7,4,7,0,46-55,High,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,689.1111111111111,0.875
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,Yes,18,3,1,1,6,2,2,5,4,1,3,0,26-35,Low,4-5 years,High Risk,Recent promotion <5 years,Experienced,309.7142857142857,0.6666666666666666
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,0,1,<=25,Low,0-1 years,High Risk,Recent promotion <5 years,Early Career,1426.5,0.0
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,17048,24097,8,No,23,4,1,0,28,2,3,26,15,15,9,0,46-55,High,>10 years,Lower Risk,No promotion >=5 years,Experienced,587.8620689655172,0.5555555555555556
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,No,13,3,4,0,6,3,3,0,0,0,0,0,36-45,Low,0-1 years,Lower Risk,Recent promotion <5 years,Experienced,327.14285714285717,0.0
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,No,13,3,4,1,5,2,3,5,4,1,4,0,26-35,Lower-Mid,4-5 years,Lower Risk,Recent promotion <5 years,Early Career,600.0,0.6666666666666666
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,No,17,3,1,1,5,2,1,1,0,0,0,1,36-45,Low,0-1 years,Lower Risk,Recent promotion <5 years,Early Career,351.1666666666667,0.0
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,8,No,19,3,3,3,8,3,3,4,3,0,3,0,26-35,Lower-Mid,4-5 years,Lower Risk,Recent promotion <5 years,Experienced,457.22222222222223,0.6
40,No,Travel_Frequently,1184,Sales,2,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,No,12,3,4,3,5,2,3,0,0,0,0,0,36-45,Lower-Mid,0-1 years,Lower Risk,Recent promotion <5 years,Early Career,721.1666666666666,0.0
50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,17856,9490,2,No,22,4,3,1,32,3,3,2,2,2,2,0,46-55,High,2-3 years,Lower Risk,Recent promotion <5 years,Experienced,541.0909090909091,0.6666666666666666
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,No,12,3,3,3,6,2,3,6,5,3,3,0,26-35,Lower-Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,456.57142857142856,0.7142857142857143
46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,No,11,3,1,1,25,2,3,4,2,0,3,0,46-55,High,4-5 years,Lower Risk,Recent promotion <5 years,Experienced,733.8846153846154,0.4
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,Yes,15,3,4,3,15,2,3,7,7,1,7,0,26-35,Mid,6-10 years,High Risk,Recent promotion <5 years,Experienced,560.375,0.875
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,No,13,3,1,1,1,3,1,1,0,0,0,1,<=25,Low,0-1 years,Lower Risk,Recent promotion <5 years,Early Career,1105.0,0.0
33,No,Travel_Frequently,1146,Sales,25,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,No,12,3,1,1,10,3,2,10,7,0,1,0,26-35,Lower-Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,412.6363636363636,0.6363636363636364
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,No,14,3,3,1,7,4,3,7,7,1,7,0,36-45,Low,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,342.625,0.875
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,No,13,3,1,3,10,4,2,10,7,8,9,0,26-35,Lower-Mid,6-10 years,Lower Risk,No promotion >=5 years,Experienced,317.3636363636364,0.6363636363636364
44,No,Travel_Rarely,200,Research & Development,29,4,Other,4,Male,32,3,2,Research Scientist,4,Single,4541,7744,1,No,25,4,2,0,20,3,3,20,11,13,17,0,36-45,Lower-Mid,>10 years,Lower Risk,No promotion >=5 years,Experienced,216.23809523809524,0.5238095238095238
20,No,Travel_Rarely,654,Sales,21,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,No,17,3,4,0,2,2,3,2,1,2,2,0,<=25,Low,2-3 years,Lower Risk,Recent promotion <5 years,Early Career,892.6666666666666,0.3333333333333333
